team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
BOS,2021,BOS,BOS,Team Level,5on5,79,0.57,0.55,0.56,229360.0,2134.19,171.26,136.71,510.44,68.75,1172.62,882.82,165.6,173.89,168.05,2299.0,681.0,769.0,3749.0,167.0,154.0,38.0,631.0,72.0,877.0,1079.0,2132.0,2813.0,274.0,617.0,1978.0,1929.0,420.0,533.0,2296.0,537.0,147.0,64.92,65.4,40.95,64.0,60.0,43.0,3812.24,2980.0,3024.38,250.0,28.2,33.1,33.13,163.85,165.93,163.28,1666.63,129.98,107.87,402.84,55.33,941.55,699.81,126.59,129.36,126.0,1686.0,671.0,753.0,3110.0,140.0,97.0,21.0,475.0,70.0,699.0,876.0,1546.0,2217.0,254.0,574.0,1652.0,1952.0,523.0,602.0,1846.0,410.0,101.0,51.79,49.98,28.21,55.0,52.0,33.0,3073.17,2357.0,2337.43,306.0,22.2,21.1,21.14,129.66,128.83,127.24
BOS,2021,BOS,BOS,Team Level,4on5,79,0.11,0.14,0.16,23475.0,62.29,5.48,3.18,8.74,1.92,20.64,46.04,5.37,5.48,5.37,69.0,17.0,10.0,96.0,4.0,5.0,2.0,9.0,2.0,15.0,51.0,65.0,82.0,14.0,28.0,180.0,101.0,59.0,29.0,66.0,15.0,5.0,2.12,2.1,1.26,1.0,1.0,2.0,96.0,86.0,86.0,22.0,0.72,0.8,0.8,5.4,5.4,5.37,326.53,45.92,29.2,66.55,10.5,197.86,104.47,42.24,45.92,42.24,337.0,125.0,149.0,611.0,41.0,31.0,10.0,69.0,13.0,171.0,137.0,296.0,421.0,14.0,28.0,216.0,36.0,23.0,82.0,318.0,86.0,58.0,7.8,10.15,27.97,7.0,10.0,24.0,611.0,462.0,462.0,10.0,7.61,11.42,11.42,41.58,41.58,39.29
BOS,2021,BOS,BOS,Team Level,5on4,79,0.83,0.84,0.82,20942.0,348.49,36.92,31.24,72.85,11.67,221.31,115.74,34.92,36.92,34.92,352.0,148.0,148.0,648.0,41.0,18.0,5.0,66.0,12.0,196.0,167.0,311.0,459.0,25.0,50.0,232.0,34.0,3.0,59.0,368.0,99.0,33.0,9.46,11.94,15.51,9.0,16.0,16.0,648.0,500.0,500.0,7.0,7.95,3.23,3.23,40.92,40.92,38.92,79.72,7.76,4.17,10.34,2.38,25.61,57.81,7.61,7.76,7.61,92.0,17.0,10.0,119.0,6.0,2.0,1.0,11.0,3.0,21.0,66.0,86.0,103.0,18.0,40.0,146.0,69.0,45.0,30.0,72.0,28.0,9.0,1.84,3.21,2.7,1.0,0.0,5.0,119.0,109.0,109.0,27.0,0.96,0.38,0.38,8.28,8.28,8.23
CAR,2021,CAR,CAR,Team Level,other,80,0.57,0.49,0.48,12194.0,142.83,39.21,9.43,23.33,4.25,69.07,48.71,37.63,39.21,37.63,138.0,56.0,65.0,259.0,32.0,9.0,5.0,25.0,8.0,52.0,68.0,106.0,162.0,10.0,22.0,128.0,39.0,36.0,47.0,87.0,51.0,56.0,3.38,6.13,29.7,1.0,7.0,24.0,259.0,194.0,194.0,19.0,2.77,3.45,3.45,38.53,38.53,37.55,155.35,29.24,12.13,28.44,5.23,86.87,50.09,27.38,29.24,27.38,151.0,61.0,54.0,266.0,26.0,14.0,4.0,22.0,7.0,72.0,71.0,125.0,186.0,9.0,18.0,137.0,51.0,26.0,52.0,107.0,63.0,42.0,4.54,7.84,16.86,3.0,11.0,12.0,266.0,212.0,212.0,17.0,3.5,3.11,3.11,29.64,29.64,28.04
CAR,2021,CAR,CAR,Team Level,all,80,0.56,0.56,0.55,290963.0,2782.41,283.2,190.6,650.9,92.46,1535.21,1119.65,271.7,285.27,273.67,2726.0,1146.0,1125.0,4997.0,267.0,263.0,51.0,608.0,108.0,1302.0,1324.0,2459.0,3605.0,306.0,645.0,2553.0,1769.0,648.0,831.0,2790.0,787.0,295.0,81.94,96.21,105.04,81.0,100.0,86.0,5054.84,3872.0,3910.53,372.0,41.85,60.28,60.28,264.78,266.34,260.32,2282.18,221.13,158.16,519.23,74.67,1239.07,908.81,213.01,220.57,212.46,2246.0,876.0,833.0,3955.0,194.0,209.0,35.0,459.0,87.0,953.0,1220.0,2052.0,2928.0,258.0,548.0,2192.0,2025.0,577.0,904.0,2255.0,637.0,230.0,68.61,78.69,73.83,59.0,75.0,60.0,3919.17,3122.0,3099.31,482.0,35.06,44.09,44.15,211.97,211.44,206.73
CAR,2021,CAR,CAR,Team Level,5on5,80,0.56,0.56,0.56,230984.0,2213.03,193.04,147.53,542.77,74.28,1229.76,900.62,185.27,195.11,187.22,2157.0,931.0,930.0,4018.0,184.0,215.0,33.0,527.0,89.0,1031.0,1042.0,1973.0,2904.0,271.0,575.0,1986.0,1655.0,500.0,656.0,2297.0,612.0,179.0,67.11,75.2,50.72,68.0,81.0,35.0,4075.84,3088.0,3126.53,310.0,30.56,44.97,44.97,178.63,180.19,176.76,1791.65,154.64,118.19,425.26,58.6,965.44,724.93,149.63,154.09,149.09,1764.0,684.0,675.0,3123.0,136.0,162.0,25.0,384.0,64.0,752.0,950.0,1628.0,2312.0,220.0,472.0,1704.0,1858.0,469.0,716.0,1827.0,477.0,144.0,56.06,58.88,39.69,49.0,54.0,33.0,3087.17,2448.0,2425.31,427.0,24.5,33.02,33.51,145.56,145.02,142.73
CAR,2021,CAR,CAR,Team Level,4on5,80,0.22,0.21,0.23,27151.0,86.93,8.35,4.49,11.51,2.58,26.35,60.72,8.16,8.35,8.16,97.0,17.0,14.0,128.0,4.0,5.0,1.0,5.0,0.0,18.0,82.0,93.0,110.0,9.0,18.0,240.0,54.0,85.0,47.0,76.0,29.0,9.0,2.23,3.77,2.35,1.0,1.0,2.0,128.0,114.0,114.0,37.0,1.04,0.75,0.75,8.64,8.64,8.57,270.61,29.21,24.35,56.73,8.95,167.99,90.79,28.2,29.21,28.2,264.0,114.0,96.0,474.0,29.0,28.0,6.0,52.0,14.0,118.0,137.0,235.0,349.0,24.0,48.0,203.0,40.0,40.0,104.0,270.0,78.0,30.0,6.61,9.56,13.04,7.0,9.0,13.0,474.0,378.0,378.0,9.0,6.26,6.81,6.38,29.09,29.09,28.48
CAR,2021,CAR,CAR,Team Level,5on4,80,0.84,0.87,0.85,20634.0,339.61,42.6,29.15,73.28,11.35,210.03,109.6,40.66,42.6,40.66,334.0,142.0,116.0,592.0,47.0,34.0,12.0,51.0,11.0,201.0,132.0,287.0,429.0,16.0,30.0,199.0,21.0,27.0,81.0,330.0,95.0,51.0,9.23,11.11,22.26,11.0,11.0,25.0,592.0,476.0,476.0,6.0,7.5,11.11,11.11,38.98,38.98,37.44,64.57,8.04,3.49,8.8,1.89,18.78,43.0,7.81,8.04,7.81,67.0,17.0,8.0,92.0,3.0,5.0,0.0,1.0,2.0,11.0,62.0,64.0,81.0,5.0,10.0,148.0,76.0,42.0,32.0,51.0,19.0,14.0,1.4,2.39,4.24,0.0,1.0,2.0,92.0,84.0,84.0,29.0,0.81,1.15,1.15,7.69,7.69,7.49
DAL,2021,DAL,DAL,Team Level,other,79,0.49,0.51,0.51,11479.0,163.3,31.95,11.45,29.97,5.55,91.84,58.3,30.84,31.95,30.84,146.0,84.0,77.0,307.0,30.0,7.0,2.0,19.0,10.0,96.0,68.0,116.0,200.0,10.0,20.0,149.0,39.0,20.0,34.0,126.0,65.0,39.0,5.0,8.34,18.62,4.0,8.0,18.0,307.0,230.0,230.0,16.0,3.28,1.84,1.84,33.32,33.32,32.25,159.92,33.46,11.74,27.39,5.27,90.43,54.76,31.03,33.46,31.03,161.0,63.0,66.0,290.0,35.0,10.0,4.0,25.0,4.0,86.0,64.0,126.0,189.0,11.0,22.0,126.0,37.0,29.0,32.0,105.0,79.0,40.0,4.41,9.62,19.43,5.0,8.0,22.0,290.0,224.0,224.0,16.0,3.42,3.72,3.72,33.1,33.1,31.29
DAL,2021,DAL,DAL,Team Level,all,79,0.53,0.5,0.5,288242.0,2425.04,255.1,168.46,555.42,79.7,1329.39,966.99,240.7,255.43,241.03,2408.0,948.0,1097.0,4453.0,224.0,211.0,39.0,542.0,94.0,1049.0,1236.0,2184.0,3132.0,240.0,509.0,2522.0,1776.0,441.0,788.0,2355.0,730.0,271.0,67.87,88.76,98.46,52.0,81.0,91.0,4455.78,3356.0,3359.24,441.0,37.51,51.28,51.35,241.19,241.5,233.71,2422.47,224.95,165.82,549.85,79.05,1379.43,1001.96,215.52,224.65,215.23,2453.0,949.0,1127.0,4529.0,236.0,167.0,30.0,559.0,76.0,1095.0,1269.0,2217.0,3166.0,249.0,530.0,2102.0,1648.0,472.0,780.0,2528.0,677.0,197.0,73.93,81.48,69.55,89.0,75.0,72.0,4519.03,3402.0,3394.36,427.0,36.35,37.3,37.31,223.92,223.62,217.53
DAL,2021,DAL,DAL,Team Level,5on5,79,0.52,0.49,0.49,235035.0,1883.25,165.29,126.15,450.04,61.78,1036.74,770.0,159.13,165.63,159.47,1875.0,735.0,870.0,3480.0,141.0,158.0,24.0,452.0,66.0,783.0,1010.0,1734.0,2469.0,211.0,453.0,1973.0,1658.0,369.0,654.0,1898.0,555.0,157.0,54.21,66.28,44.79,42.0,60.0,39.0,3482.78,2610.0,2613.25,386.0,26.15,35.32,35.38,156.07,156.38,153.8,1916.81,155.05,127.64,457.35,62.99,1091.0,801.97,149.92,154.75,149.64,1936.0,760.0,936.0,3632.0,155.0,146.0,22.0,467.0,61.0,852.0,1015.0,1781.0,2541.0,216.0,466.0,1610.0,1540.0,388.0,626.0,2071.0,504.0,121.0,59.29,60.8,34.96,72.0,54.0,29.0,3622.03,2696.0,2688.36,353.0,26.31,30.19,30.19,151.17,150.87,148.39
DAL,2021,DAL,DAL,Team Level,4on5,79,0.15,0.14,0.16,19994.0,56.77,5.19,2.93,7.85,1.65,17.4,39.98,5.14,5.19,5.14,61.0,14.0,9.0,84.0,7.0,3.0,0.0,6.0,2.0,17.0,40.0,54.0,68.0,5.0,10.0,179.0,63.0,37.0,35.0,54.0,16.0,5.0,1.77,2.09,1.33,1.0,5.0,1.0,84.0,75.0,75.0,33.0,0.68,0.55,0.55,5.31,5.31,5.29,271.59,29.78,22.96,55.54,8.7,175.06,90.95,28.11,29.78,28.11,273.0,110.0,118.0,501.0,41.0,7.0,4.0,61.0,9.0,144.0,121.0,232.0,342.0,16.0,32.0,189.0,24.0,17.0,69.0,279.0,75.0,29.0,8.07,8.5,13.21,10.0,10.0,21.0,501.0,383.0,383.0,9.0,5.81,2.44,2.45,33.14,33.14,31.43
DAL,2021,DAL,DAL,Team Level,5on4,79,0.89,0.85,0.82,21734.0,321.72,52.66,27.94,67.56,10.71,183.41,98.72,45.59,52.66,45.59,326.0,115.0,141.0,582.0,46.0,43.0,13.0,65.0,16.0,153.0,118.0,280.0,395.0,14.0,26.0,221.0,16.0,15.0,65.0,277.0,94.0,70.0,6.88,12.06,33.72,5.0,8.0,33.0,582.0,441.0,441.0,6.0,7.4,13.57,13.57,46.48,46.48,42.37,74.15,6.65,3.48,9.58,2.09,22.93,54.28,6.46,6.65,6.46,83.0,16.0,7.0,106.0,5.0,4.0,0.0,6.0,2.0,13.0,69.0,78.0,94.0,6.0,10.0,177.0,47.0,38.0,53.0,73.0,19.0,7.0,2.15,2.56,1.94,2.0,3.0,0.0,106.0,99.0,99.0,49.0,0.8,0.94,0.94,6.51,6.51,6.43
STL,2021,STL,STL,Team Level,other,80,0.54,0.46,0.48,11314.0,122.11,31.7,8.31,20.08,3.8,64.73,42.38,30.95,31.7,30.95,132.0,39.0,51.0,222.0,38.0,9.0,1.0,19.0,3.0,56.0,46.0,94.0,133.0,12.0,24.0,126.0,27.0,25.0,17.0,94.0,37.0,40.0,4.37,4.52,22.81,12.0,3.0,23.0,222.0,171.0,171.0,9.0,2.36,2.91,2.91,31.15,31.15,30.68,135.01,26.99,9.71,24.67,4.49,75.69,45.44,25.98,26.99,25.98,131.0,56.0,75.0,262.0,29.0,6.0,3.0,25.0,6.0,61.0,60.0,102.0,158.0,4.0,8.0,124.0,29.0,29.0,23.0,108.0,51.0,28.0,4.17,6.54,16.28,7.0,7.0,15.0,262.0,187.0,187.0,10.0,2.75,2.32,2.32,27.42,27.42,26.46
STL,2021,STL,STL,Team Level,all,80,0.51,0.48,0.48,290650.0,2341.02,249.01,167.1,505.0,75.24,1305.83,944.09,241.66,251.93,244.49,2442.0,808.0,924.0,4174.0,302.0,172.0,39.0,444.0,67.0,1006.0,1259.0,2140.0,2948.0,254.0,547.0,2213.0,1620.0,597.0,646.0,2279.0,757.0,214.0,75.65,91.31,82.04,103.0,110.0,89.0,4252.35,3250.0,3297.0,373.0,36.76,39.59,39.95,245.62,248.15,243.91,2511.65,240.12,175.83,571.04,83.63,1406.86,1026.51,231.27,239.64,230.81,2512.0,992.0,971.0,4475.0,227.0,199.0,35.0,549.0,61.0,1112.0,1356.0,2285.0,3277.0,272.0,581.0,2186.0,1512.0,771.0,631.0,2577.0,717.0,210.0,81.49,86.52,72.11,86.0,76.0,65.0,4428.97,3504.0,3476.39,366.0,38.5,44.16,44.57,234.05,233.41,228.79
STL,2021,STL,STL,Team Level,5on5,80,0.48,0.47,0.47,237158.0,1814.23,162.43,125.93,409.38,58.57,1015.19,748.76,158.26,165.36,161.08,1873.0,651.0,740.0,3264.0,197.0,132.0,30.0,347.0,50.0,771.0,1027.0,1676.0,2327.0,222.0,485.0,1668.0,1530.0,516.0,539.0,1850.0,560.0,114.0,62.6,68.56,31.28,82.0,83.0,32.0,3342.35,2524.0,2571.0,322.0,26.03,26.51,26.86,161.4,163.93,161.89,2046.3,176.88,138.63,482.29,68.01,1145.74,847.45,170.55,176.4,170.1,2040.0,819.0,765.0,3624.0,162.0,162.0,29.0,458.0,46.0,917.0,1114.0,1878.0,2697.0,240.0,519.0,1709.0,1409.0,653.0,514.0,2140.0,574.0,145.0,68.66,68.3,39.92,74.0,55.0,33.0,3577.97,2859.0,2831.39,311.0,28.69,35.45,35.85,169.72,169.08,166.13
STL,2021,STL,STL,Team Level,4on5,80,0.19,0.17,0.19,20301.0,66.86,6.8,3.3,8.97,2.0,20.72,47.22,6.76,6.8,6.76,79.0,10.0,9.0,98.0,7.0,2.0,0.0,6.0,3.0,12.0,59.0,72.0,82.0,7.0,12.0,187.0,48.0,41.0,40.0,61.0,19.0,9.0,1.67,2.44,2.7,1.0,4.0,2.0,98.0,89.0,89.0,37.0,0.77,0.42,0.42,7.14,7.14,7.12,263.66,29.88,23.94,55.02,9.18,164.16,85.82,28.43,29.88,28.43,265.0,103.0,121.0,489.0,31.0,29.0,3.0,63.0,8.0,118.0,119.0,234.0,337.0,19.0,36.0,181.0,20.0,18.0,52.0,267.0,69.0,32.0,6.4,8.76,14.7,4.0,10.0,17.0,489.0,368.0,368.0,10.0,6.25,6.03,6.03,30.1,30.1,29.43
STL,2021,STL,STL,Team Level,5on4,80,0.88,0.86,0.84,21877.0,337.82,48.08,29.56,66.57,10.88,205.19,105.74,45.7,48.08,45.7,358.0,108.0,124.0,590.0,60.0,29.0,8.0,72.0,11.0,167.0,127.0,298.0,406.0,13.0,26.0,232.0,15.0,15.0,50.0,274.0,141.0,51.0,7.01,15.8,25.27,8.0,20.0,32.0,590.0,466.0,466.0,5.0,7.62,9.76,9.76,45.93,45.93,44.23,66.68,6.37,3.55,9.06,1.95,21.27,47.8,6.31,6.37,6.31,76.0,14.0,10.0,100.0,5.0,2.0,0.0,3.0,1.0,16.0,63.0,71.0,85.0,9.0,18.0,172.0,54.0,71.0,42.0,62.0,23.0,5.0,2.25,2.91,1.21,1.0,4.0,0.0,100.0,90.0,90.0,35.0,0.81,0.36,0.36,6.81,6.81,6.77
ARI,2021,ARI,ARI,Team Level,other,79,0.5,0.5,0.51,9433.0,128.49,26.45,9.47,23.55,4.26,65.89,46.39,24.43,26.45,24.43,129.0,47.0,42.0,218.0,19.0,15.0,3.0,23.0,3.0,56.0,60.0,110.0,157.0,8.0,16.0,100.0,40.0,18.0,16.0,106.0,35.0,35.0,4.2,4.32,17.94,3.0,4.0,12.0,218.0,176.0,176.0,6.0,2.66,4.99,4.99,24.13,24.13,22.99,123.7,26.41,8.05,22.31,4.02,60.91,47.29,24.69,26.41,24.69,116.0,53.0,45.0,214.0,21.0,9.0,0.0,28.0,6.0,58.0,47.0,95.0,148.0,6.0,12.0,121.0,25.0,15.0,23.0,86.0,48.0,35.0,3.64,6.37,16.4,6.0,3.0,12.0,214.0,169.0,169.0,8.0,2.36,2.38,2.38,26.39,26.39,24.77
ARI,2021,ARI,ARI,Team Level,all,79,0.41,0.43,0.43,287263.0,2030.01,185.87,140.9,466.71,66.83,1149.51,835.19,179.36,184.15,177.72,2031.0,814.0,904.0,3749.0,192.0,162.0,22.0,430.0,60.0,882.0,1119.0,1839.0,2653.0,302.0,689.0,2013.0,1771.0,531.0,769.0,2144.0,527.0,174.0,62.21,64.19,59.47,64.0,70.0,58.0,3651.93,2845.0,2788.77,417.0,30.67,33.05,33.05,183.49,181.81,178.22,2746.59,264.71,194.02,628.59,88.57,1533.89,1108.21,252.59,269.62,257.27,2810.0,1008.0,1099.0,4917.0,299.0,229.0,45.0,688.0,95.0,1201.0,1306.0,2511.0,3519.0,248.0,585.0,2247.0,1775.0,569.0,747.0,2809.0,740.0,269.0,82.26,89.89,92.56,112.0,89.0,98.0,5061.45,3818.0,3907.72,350.0,42.72,48.25,48.25,259.18,263.48,256.12
ARI,2021,ARI,ARI,Team Level,5on5,79,0.42,0.44,0.43,236486.0,1640.02,131.97,109.11,389.79,53.51,928.66,681.96,128.19,130.24,126.56,1626.0,669.0,764.0,3059.0,147.0,122.0,17.0,355.0,53.0,697.0,921.0,1479.0,2148.0,270.0,625.0,1567.0,1650.0,458.0,671.0,1759.0,428.0,108.0,50.6,52.11,29.27,54.0,62.0,31.0,2961.93,2295.0,2238.77,379.0,22.44,24.01,24.08,130.33,128.65,126.74,2159.25,182.48,145.22,515.11,69.81,1201.8,886.57,175.78,187.39,180.45,2215.0,786.0,902.0,3903.0,212.0,182.0,38.0,570.0,77.0,915.0,1045.0,2003.0,2789.0,223.0,535.0,1741.0,1668.0,487.0,651.0,2254.0,579.0,168.0,66.7,69.43,46.35,90.0,72.0,50.0,4047.45,3001.0,3090.72,319.0,30.0,39.31,39.31,173.17,177.47,174.57
ARI,2021,ARI,ARI,Team Level,4on5,79,0.08,0.1,0.11,22554.0,50.71,4.42,2.87,7.32,1.58,17.48,36.34,4.36,4.42,4.36,54.0,16.0,12.0,82.0,3.0,0.0,0.0,7.0,0.0,16.0,44.0,51.0,67.0,9.0,18.0,177.0,58.0,41.0,26.0,52.0,14.0,4.0,1.38,1.79,1.25,1.0,1.0,1.0,82.0,70.0,70.0,23.0,0.65,0.0,0.0,5.07,5.07,5.0,405.3,50.06,37.74,82.69,12.98,252.54,133.0,46.48,50.06,46.48,414.0,155.0,145.0,714.0,62.0,37.0,7.0,82.0,10.0,212.0,166.0,352.0,507.0,14.0,28.0,231.0,24.0,16.0,51.0,415.0,93.0,61.0,10.43,11.23,28.4,14.0,13.0,35.0,714.0,569.0,569.0,3.0,9.67,6.24,6.24,53.49,53.49,50.66
ARI,2021,ARI,ARI,Team Level,5on4,79,0.8,0.82,0.79,18790.0,210.79,23.03,19.45,46.05,7.47,137.48,70.51,22.37,23.03,22.37,222.0,82.0,86.0,390.0,23.0,25.0,2.0,45.0,4.0,113.0,94.0,199.0,281.0,15.0,30.0,169.0,23.0,14.0,56.0,227.0,50.0,27.0,6.04,5.98,11.01,6.0,3.0,14.0,390.0,304.0,304.0,9.0,4.92,4.06,3.99,23.96,23.96,23.49,58.33,5.76,3.01,8.48,1.75,18.65,41.35,5.65,5.76,5.65,65.0,14.0,7.0,86.0,4.0,1.0,0.0,8.0,2.0,16.0,48.0,61.0,75.0,5.0,10.0,154.0,58.0,51.0,22.0,54.0,20.0,5.0,1.49,2.86,1.42,2.0,1.0,1.0,86.0,79.0,79.0,20.0,0.69,0.32,0.32,6.13,6.13,6.11
CHI,2021,CHI,CHI,Team Level,other,79,0.44,0.5,0.48,9061.0,129.28,25.11,9.02,22.7,4.39,70.66,44.12,23.74,25.11,23.74,132.0,44.0,61.0,237.0,26.0,9.0,2.0,21.0,8.0,58.0,54.0,106.0,150.0,5.0,10.0,105.0,38.0,20.0,14.0,91.0,59.0,26.0,4.02,7.0,14.09,4.0,9.0,13.0,237.0,176.0,176.0,7.0,2.59,2.21,2.21,25.49,25.49,24.28,136.99,32.5,9.39,23.59,4.58,72.57,49.38,31.69,32.5,31.69,141.0,51.0,48.0,240.0,42.0,16.0,4.0,19.0,5.0,58.0,52.0,99.0,150.0,4.0,8.0,102.0,36.0,32.0,23.0,109.0,42.0,41.0,4.48,4.95,23.07,9.0,9.0,24.0,240.0,192.0,192.0,17.0,2.6,4.85,4.85,30.25,30.25,29.66
CHI,2021,CHI,CHI,Team Level,all,79,0.46,0.47,0.46,288551.0,2146.9,195.87,146.56,486.98,70.06,1227.6,883.93,188.88,196.12,189.1,2268.0,743.0,1102.0,4113.0,205.0,121.0,19.0,536.0,73.0,900.0,1176.0,2063.0,2806.0,251.0,564.0,2056.0,1976.0,560.0,709.0,2301.0,541.0,169.0,68.02,65.04,62.81,72.0,74.0,59.0,4067.74,3011.0,2992.0,521.0,32.14,26.74,26.96,201.04,201.06,196.67,2471.43,225.5,170.0,566.18,81.23,1407.63,1017.46,217.7,227.14,219.32,2593.0,875.0,1263.0,4731.0,282.0,177.0,36.0,516.0,77.0,1144.0,1272.0,2311.0,3186.0,277.0,624.0,2092.0,1932.0,638.0,772.0,2693.0,565.0,210.0,80.53,68.11,76.85,115.0,80.0,87.0,4807.7,3468.0,3510.67,547.0,36.93,41.3,41.3,221.12,222.73,218.28
CHI,2021,CHI,CHI,Team Level,5on5,79,0.46,0.46,0.46,236155.0,1665.66,128.15,108.78,398.94,54.43,950.55,705.13,124.97,128.41,125.18,1752.0,594.0,888.0,3234.0,135.0,94.0,13.0,436.0,47.0,674.0,960.0,1617.0,2211.0,223.0,503.0,1553.0,1835.0,467.0,589.0,1854.0,396.0,96.0,54.15,47.99,26.02,61.0,52.0,22.0,3188.74,2346.0,2327.0,454.0,22.31,18.72,19.05,131.41,131.42,129.92,1953.87,148.4,130.15,466.71,64.47,1118.76,819.5,143.84,150.05,145.46,2053.0,695.0,1036.0,3784.0,186.0,130.0,24.0,442.0,63.0,896.0,1031.0,1867.0,2562.0,251.0,567.0,1647.0,1785.0,530.0,660.0,2201.0,438.0,109.0,65.66,52.72,30.02,90.0,61.0,35.0,3860.7,2748.0,2790.67,477.0,26.73,26.75,26.98,148.14,149.76,147.47
CHI,2021,CHI,CHI,Team Level,4on5,79,0.11,0.11,0.14,20172.0,51.68,4.82,2.55,6.97,1.48,16.66,37.5,4.74,4.82,4.74,60.0,10.0,5.0,75.0,2.0,1.0,1.0,7.0,0.0,12.0,48.0,58.0,68.0,8.0,16.0,153.0,73.0,47.0,56.0,51.0,13.0,6.0,1.7,1.55,1.57,0.0,1.0,1.0,75.0,70.0,70.0,52.0,0.57,0.23,0.23,5.17,5.17,5.14,318.45,39.62,27.33,66.76,10.29,195.54,102.44,37.23,39.62,37.23,326.0,116.0,167.0,609.0,48.0,29.0,8.0,53.0,8.0,172.0,132.0,278.0,394.0,14.0,28.0,179.0,36.0,13.0,42.0,314.0,72.0,56.0,8.1,8.82,22.7,12.0,8.0,28.0,609.0,442.0,442.0,6.0,6.89,9.08,8.84,37.67,37.67,36.11
CHI,2021,CHI,CHI,Team Level,5on4,79,0.88,0.85,0.83,23163.0,300.29,37.79,26.2,58.36,9.75,189.72,97.17,35.43,37.79,35.43,324.0,95.0,148.0,567.0,42.0,17.0,3.0,72.0,18.0,156.0,114.0,282.0,377.0,15.0,35.0,245.0,30.0,26.0,50.0,305.0,73.0,41.0,8.17,8.49,21.13,7.0,12.0,23.0,567.0,419.0,419.0,8.0,6.65,5.58,5.47,38.98,38.98,37.32,62.12,4.97,3.12,9.12,1.89,20.75,46.14,4.94,4.97,4.94,73.0,13.0,12.0,98.0,6.0,2.0,0.0,2.0,1.0,18.0,57.0,67.0,80.0,8.0,21.0,164.0,75.0,63.0,47.0,69.0,13.0,4.0,2.29,1.63,1.06,4.0,2.0,0.0,98.0,86.0,86.0,47.0,0.71,0.63,0.63,5.06,5.06,5.04
MIN,2021,MIN,MIN,Team Level,other,79,0.52,0.54,0.54,13860.0,189.7,40.81,13.55,34.26,6.24,105.61,65.58,38.87,40.81,38.87,206.0,61.0,81.0,348.0,49.0,11.0,4.0,38.0,8.0,79.0,82.0,157.0,218.0,8.0,16.0,156.0,55.0,26.0,20.0,152.0,60.0,55.0,6.11,7.43,27.27,14.0,9.0,26.0,348.0,267.0,267.0,7.0,4.12,4.56,4.56,40.3,40.3,38.87,160.15,37.14,10.99,28.86,5.55,84.99,58.53,35.04,37.14,35.04,155.0,72.0,67.0,294.0,33.0,9.0,2.0,27.0,6.0,80.0,72.0,122.0,194.0,8.0,16.0,181.0,36.0,30.0,34.0,126.0,48.0,53.0,5.11,6.19,25.83,8.0,4.0,21.0,294.0,227.0,227.0,18.0,3.07,2.59,2.59,37.57,37.57,35.72
